Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12;LPRC13;LPRC14;LPRC15;LPRC16;LPRC17;LPRC18;LPRC19;
2004 22 2;491;48042210691;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;492;48042240386;9;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;493;48042220058;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;494;48042240169;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;495;48042210653;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;496;48042220321;9;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 2;497;48042220054;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;498;48042260034;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;499;48042230614;9;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;500;48042210354;9;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 2;501;48042220626;9;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;502;48042210636;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;503;48042240538;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 2;504;48042221099;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;505;48042320271;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;506;48042130762;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;507;48042410047;9;0;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;
2004 22 2;508;48042260016;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 2;509;48042210563;9;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;510;48042221095;9;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;511;48042260014;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;512;48042320897;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;513;48042320779;9;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 2;514;48042250351;9;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;
2004 22 2;515;48042230982;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;516;48042320270;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 2;517;48042330008;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 2;518;48042220057;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;519;48042250222;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;520;48042210616;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;521;48042320240;9;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 2;522;48042320276;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;523;48042250345;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;524;48042260029;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;525;48042221129;9;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;526;48042220593;9;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 2;527;48042510167;9;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 2;528;48042230990;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;529;48042250022;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;530;48042230911;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;531;48042220312;9;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 2;532;48042320930;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;533;48042240280;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;534;48042210091;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;535;48042320231;9;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;536;48042230024;9;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;537;48042240287;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 2;538;48042320817;9;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 2;539;48042210594;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;540;48042320267;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;541;48042230983;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;542;48042320261;9;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;543;48042320273;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;544;48042320509;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;545;48042220240;9;0;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 2;546;48042230553;9;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;547;48042230981;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;548;48042320244;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;549;48042320047;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;550;48042240738;9;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;551;48042320857;9;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 2;552;48042221159;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;553;48042440145;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;554;48042130093;9;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;555;48042220558;9;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;556;48042250160;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;557;48042030732;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;558;48042230488;9;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;559;48042230972;9;0;1;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 2;560;48042230604;9;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;561;48042230975;9;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;562;48042320019;9;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;563;48042210330;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;564;48042221060;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;565;48042320239;9;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;566;48042230651;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;567;48042130387;9;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;568;48042220439;9;1;1;1;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 2;569;48042220499;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;570;48042260020;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;571;48042330441;9;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;572;48042220840;9;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;573;48042330541;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;574;48042221047;9;1;1;1;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 2;575;48042230060;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;576;48042240394;9;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;577;48042320272;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;578;48042260008;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;579;48042250004;9;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;580;48042221128;9;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;581;48042250136;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;582;48042220567;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 2;583;48042320521;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;584;48042220635;9;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;585;48042330301;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;586;48042230678;9;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;587;48042210341;9;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;588;48042221089;9;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 2;589;48042230749;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;590;48042220120;9;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;591;48042320886;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;592;48042320849;9;0;1;1;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 2;593;48042260033;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;594;48042220247;9;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;595;48042320508;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;596;48042221063;9;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 2;597;48042230269;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 2;598;48042320166;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;1;48042230486;13;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;2;48042330053;9;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;3;48042230980;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;
2004 22 3;4;48042321106;8;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;5;48042250638;8;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 3;6;48042240752;8;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;7;48042230284;8;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;8;48042231077;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;9;48042330774;8;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;10;48042320963;4;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;11;48042250683;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;12;48042250181;4;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;13;48042231053;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;14;48042230253;8;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;15;48042340317;2;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;
2004 22 3;16;48042230873;6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 3;17;48042231030;8;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;18;48042240191;8;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;19;48042240775;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;20;48042231005;8;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;21;48042230843;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;22;48042330359;4;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;23;48042231038;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;24;48042230919;10;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;25;48042230921;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;26;48042230292;10;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;27;48042230176;10;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;28;48042230669;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;29;48042210075;10;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;30;48042230961;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;31;48042220433;9;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;32;48042231006;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;33;48042250193;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;34;48042230918;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;35;48042330047;10;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;36;48042230474;10;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;37;48042230959;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;38;48042231092;6;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 3;39;48042230331;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;40;48042231028;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;41;48042330015;9;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;42;48042230966;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;43;48042250164;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;44;48042320101;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;45;48042250167;9;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;46;48042230259;10;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;47;48042231082;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;48;48042330209;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;49;48042320074;1;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;50;48042320114;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;51;48042302572;6;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 3;52;48042230960;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;53;48042240779;7;0;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;54;48042231049;7;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;55;48042230578;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;56;48042130299;10;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 3;57;48042230258;10;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;58;48042210110;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;59;48042130463;10;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;60;48042250566;10;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;61;48042230958;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;62;48042210458;4;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;63;48042330040;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 3;64;48042230565;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;65;48042220612;8;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;66;48042240745;8;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;67;48042230321;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;68;48042231042;8;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;69;48042240748;8;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;70;48042230969;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;71;48042231014;7;0;1;1;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;72;48041950197;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;73;48042250183;7;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;74;48042231019;7;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;75;48042230916;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;76;48042240751;8;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;77;48042050420;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;78;48042240764;3;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;79;48042230979;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;80;48042320084;2;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 3;81;48042110156;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;82;48042231084;8;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 3;83;48042230861;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;84;48042230237;13;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;85;48042340022;13;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;86;48042230593;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;87;48042250703;4;0;1;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 3;88;48042102487;4;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;89;48042231074;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;90;48042321102;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;91;48042230567;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 3;92;48042220605;8;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;93;48042231026;13;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;94;48042230920;12;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;95;48042250704;2;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 3;96;48042220611;8;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;97;48042231088;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;98;48042250499;8;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
