Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;
2004 22 1;271;24042110399;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;272;24042130771;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;273;24042110647;3;0;1;1;0;0;0;0;0;0;0;1;1;0;
2004 22 1;274;24042131236;13;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;275;24042210687;13;1;0;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;276;24042110183;5;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;277;24042130675;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;278;24042130962;13;1;0;0;0;0;0;1;0;0;0;0;0;0;
2004 22 1;279;24042110218;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;280;24042141001;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;281;24042110648;9;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;282;24042140359;9;0;0;1;1;0;0;0;1;0;0;1;0;0;
2004 22 1;283;24042131299;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;284;24042130995;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;285;24042130960;4;1;0;0;0;0;0;1;0;0;0;0;0;0;
2004 22 1;286;24042110173;2;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;287;24042210709;9;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;288;24042131353;4;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;289;24042120643;4;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;290;24042140910;9;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;291;24042140105;9;0;0;1;1;0;0;0;1;0;0;1;0;0;
2004 22 1;292;24042131106;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;293;24042130968;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;294;24042130996;4;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;295;24042110179;4;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;296;24042131001;4;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;297;24042140302;3;0;0;1;1;0;0;0;0;0;1;1;0;0;
2004 22 1;298;24041821066;3;1;0;0;0;0;0;0;0;0;0;0;1;0;
2004 22 1;299;24042160179;3;0;1;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;300;24042141105;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;301;24042120110;7;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;302;24042131315;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;303;24042120289;7;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;304;24042141081;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;305;24042141130;2;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;306;24042210649;2;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;307;24042110188;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;308;24042141006;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;309;24042110427;1;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;310;24042110332;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;311;24042131153;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;312;24042120273;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;313;24042210679;1;1;0;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;314;24042120410;1;0;0;0;1;0;0;0;0;1;0;0;0;0;
2004 22 1;315;24042141110;1;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;316;24042160138;7;0;1;0;0;0;0;0;1;0;0;0;1;0;
2004 22 1;317;24042130605;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;318;24042110193;7;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;319;24042141079;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;320;24042110045;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;321;24042131120;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;322;24042130629;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;323;24042120265;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;324;24042210667;1;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;325;24042130724;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;326;24042110962;1;0;1;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;327;24042141125;1;1;0;0;0;0;0;1;0;0;0;0;0;0;
2004 22 1;328;24042120205;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;329;24042131255;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;330;24042130752;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;331;24042110068;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;332;24042210710;9;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;333;24042130990;9;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;334;24042110002;9;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;335;24042130676;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;336;24042150508;3;0;1;1;0;0;0;0;1;0;0;1;1;0;
2004 22 1;337;24042131212;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;338;24042120043;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;339;24042121068;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;340;24042204386;1;0;0;1;1;0;0;0;0;0;1;1;0;0;
2004 22 1;341;24042210674;1;1;0;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;342;24042130983;5;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;343;24042120059;5;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;344;24042130964;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;345;24042140428;1;0;1;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;346;24042130963;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;347;24042110282;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;348;24042131103;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;349;24042130738;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;350;24042120031;1;0;0;0;1;0;0;0;0;1;0;0;0;0;
2004 22 1;351;24042210682;1;1;0;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;352;24042120027;12;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;353;24042141113;12;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;354;24042140934;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;355;24042150476;12;0;1;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;356;24042131298;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;357;24042110338;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;358;24042140958;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;359;24042140957;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;360;24042120339;12;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;361;24042130594;12;1;0;1;0;0;0;0;0;0;0;0;1;0;
2004 22 1;362;24042210537;9;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;363;24042120034;9;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;364;24042131091;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;365;24042110598;3;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;366;24042160142;3;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;367;24042110103;3;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;368;24042131009;6;1;0;0;0;0;0;1;0;0;0;0;0;0;
2004 22 1;369;24042131000;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;370;24042210534;9;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;371;24042110156;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;372;24042140857;3;1;0;1;0;0;1;0;0;0;0;0;0;0;
2004 22 1;373;24042110424;3;0;1;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;374;24042120298;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;375;24042110807;3;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;376;24042140205;9;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;377;24042141164;9;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;378;24042140941;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;379;24042220025;12;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;380;24042140945;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;381;24042131146;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;382;24042110195;2;0;0;1;1;0;0;0;0;1;1;0;0;0;
2004 22 1;383;24042160182;2;0;1;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;384;24042140990;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;385;24042110365;2;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;386;24042141166;10;1;0;0;0;0;0;0;0;0;0;0;1;0;
2004 22 1;387;24042130786;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;388;24042110230;10;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;389;24042131140;10;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;390;24042150340;10;0;0;1;1;0;0;0;1;0;0;1;0;0;
2004 22 1;391;24042130793;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;392;24042110493;1;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;393;24042130635;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;394;24042130622;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;395;24042110297;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;396;24042130761;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;397;24042131324;1;1;0;1;0;0;1;0;0;0;0;0;0;0;
2004 22 1;398;24042160007;1;0;0;1;1;0;0;0;1;0;0;0;0;0;
2004 22 1;399;24042130723;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;400;24042120140;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;401;24041920574;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;402;24042110676;6;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;403;24042141077;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;404;24042160002;7;0;0;1;1;0;0;0;1;0;0;1;0;0;
2004 22 1;405;24042131124;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;406;24042120293;7;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;407;24042130961;13;1;0;0;0;0;0;1;0;0;0;0;0;0;
2004 22 1;408;24042130618;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;409;24042110349;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;410;24042110654;1;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;411;24042130592;1;1;0;1;0;0;0;0;0;0;0;0;1;0;
2004 22 1;412;24042140206;9;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;413;24042140835;9;1;0;1;0;0;1;0;0;0;0;0;0;0;
2004 22 1;414;24042111197;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;415;24042141112;1;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;416;24042120453;7;0;0;0;1;0;0;0;0;1;1;0;0;0;
2004 22 1;417;24042130722;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;418;24042120021;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;419;24042130749;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;420;24042140493;1;0;1;1;0;0;0;0;1;0;0;1;0;0;
2004 22 1;421;24042130748;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;422;24042120071;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;423;24042131102;1;1;0;1;0;0;1;0;0;0;0;0;0;0;
2004 22 1;424;24042120908;10;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;425;24042110309;10;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;426;24042130943;10;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;427;24042140411;10;0;0;1;1;0;0;0;1;0;0;0;0;0;
2004 22 1;428;24042110652;3;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;429;24042140985;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;430;24042110041;2;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;431;24042140914;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;432;24042131049;3;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;433;24042120319;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;434;24042160140;3;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;435;24042110586;3;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;436;24042140431;3;1;0;1;0;0;0;0;0;0;0;0;1;0;
2004 22 1;437;24042110122;3;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;438;24042130948;3;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;439;24042131332;3;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;440;24042160071;2;0;0;1;1;0;0;0;1;0;0;1;0;0;
2004 22 1;441;24042131284;2;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;442;24042141010;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;443;24042110199;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;444;24042141000;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;445;24042110490;7;0;1;0;0;0;0;1;0;0;0;0;0;0;
2004 22 1;446;24042120096;1;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;447;24042130747;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;448;24042160017;1;0;0;1;1;0;0;0;1;0;0;0;0;0;
2004 22 1;449;24042131256;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;450;24042130642;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;451;24042140193;7;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;452;24042140899;3;1;0;1;0;0;0;0;0;0;1;1;0;0;
2004 22 1;453;24042110655;3;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;454;24042131011;3;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;455;24042110175;4;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;456;24042110959;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;457;24042131149;4;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;458;24042120035;4;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;459;24042210533;13;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;460;24042130679;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;461;24042140203;9;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;462;24042131351;4;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;463;24042110628;4;0;1;1;0;0;0;0;0;0;0;1;1;0;
2004 22 1;464;24042131119;4;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;465;24042141072;4;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;466;24042120341;7;0;0;0;1;0;0;0;0;1;0;0;0;0;
2004 22 1;467;24042140948;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;468;24042141143;3;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;469;24042120236;3;0;0;0;1;0;0;1;0;0;0;0;0;0;
2004 22 1;470;24042160157;3;0;1;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;471;24042131090;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;472;24042110205;2;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;473;24042130658;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;474;24042110016;10;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;475;24042120939;8;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;476;24042131039;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;477;24042140223;9;0;0;1;1;0;0;0;1;0;0;0;0;0;
2004 22 1;478;24042130959;10;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;479;24042131024;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;480;24042110494;10;0;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 1;481;24042130992;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;482;24042120036;10;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;483;24042210657;9;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;484;24042140834;9;1;0;1;0;0;1;0;0;0;0;0;0;0;
2004 22 1;485;24042110405;7;0;0;0;1;0;0;0;0;0;1;0;0;0;
2004 22 1;486;24042131341;8;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;487;24042110683;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;488;24042140211;9;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;489;24042130994;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;490;24042110645;10;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;491;24042110061;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;492;24042130685;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;493;24042140893;13;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;494;24042210683;13;1;0;1;0;0;0;0;1;0;0;0;0;0;
2004 22 1;495;24042110393;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;496;24042141089;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;497;24042130610;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;498;24042140202;7;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;499;24042130706;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;500;24042120646;7;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;501;24042131079;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;502;24042120360;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;503;24042210716;13;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;504;24042130683;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;505;24042120237;7;0;0;0;1;0;0;1;0;0;0;0;0;0;
2004 22 1;506;24042130952;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;507;24042141146;7;1;0;1;0;0;0;0;0;0;0;1;1;0;
2004 22 1;508;24042140195;7;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;509;24042130709;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;510;24042110642;7;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;511;24042110406;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;512;24042131303;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;513;24042130613;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;514;24042150376;9;0;0;1;1;0;0;0;1;0;0;1;0;0;
2004 22 1;515;24042130764;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;516;24042110212;1;0;0;1;1;0;0;0;0;1;1;0;0;0;
2004 22 1;517;24042130711;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;518;24042141102;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;519;24042120249;7;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;520;24042131135;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;521;24042160163;10;0;1;1;0;0;0;0;1;0;0;1;0;0;
2004 22 1;522;24042131017;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;523;24042140838;10;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;524;24042120169;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;525;24042210721;1;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;526;24042140911;1;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;527;24042120332;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;528;24042131105;1;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;529;24042120271;1;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;530;24042141098;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;531;24042110314;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;532;24042141088;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;533;24042160186;3;0;1;1;0;0;0;0;1;0;0;0;1;0;
2004 22 1;534;24042141095;7;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;535;24042120239;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;536;24042131304;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;537;24042110641;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;538;24042130716;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;539;24042140200;7;0;0;0;1;0;0;0;1;0;0;0;0;0;
2004 22 1;540;24042131343;7;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;541;24042130606;7;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;542;24042131233;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;543;24042120168;7;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;544;24042110958;9;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;545;24042140905;9;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;546;24042140154;9;0;0;0;1;0;0;1;1;0;0;0;0;0;
2004 22 1;547;24042130693;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;548;24042110415;9;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;549;24042130672;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;550;24042131099;13;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;551;24042110106;3;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;552;24042141185;3;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;553;24042210870;3;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;554;24042120126;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;555;24042150539;3;0;1;0;0;0;0;0;1;0;0;0;1;0;
2004 22 1;556;24042140898;3;1;0;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;557;24042110237;3;0;0;0;1;0;0;0;0;1;1;0;0;0;
2004 22 1;558;24042131029;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;559;24042140900;10;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;560;24042150296;3;0;0;1;1;0;0;0;1;0;0;1;0;0;
2004 22 1;561;24042131164;10;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;562;24042130784;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;563;24042040355;10;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;564;24042130655;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;565;24042110425;10;0;1;1;0;0;0;0;0;0;0;1;0;0;
2004 22 1;566;24042120220;5;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;567;24042210542;11;1;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;568;24042110664;4;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 22 1;569;24042131219;10;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;570;24042120098;10;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;571;24042140916;10;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 1;572;24042130799;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;573;24042120409;10;0;0;0;1;0;0;0;0;1;0;0;0;0;
2004 22 1;574;24042130650;10;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;575;24042140417;3;0;1;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;576;24042120186;7;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;577;24042131302;7;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;578;24042140930;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;579;24042120416;12;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 22 1;580;24042130596;12;1;0;1;0;0;0;0;0;0;0;0;1;0;
2004 22 1;581;24042131226;9;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;582;24042110371;3;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;583;24042150436;3;0;1;0;0;0;0;0;1;0;0;0;0;0;
2004 22 1;584;24042131003;3;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;585;24042120316;3;0;0;1;1;0;0;0;0;0;0;0;0;0;
2004 22 1;586;24042130965;12;1;0;0;0;0;0;1;0;0;0;0;0;0;
2004 22 1;587;24042120213;12;0;0;1;1;0;0;0;0;0;0;1;0;0;
2004 22 1;588;24042140965;12;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;589;24042110639;13;0;1;0;0;0;1;0;0;0;0;0;0;0;
2004 22 1;590;24042130677;13;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;591;24042140283;1;0;0;1;1;0;0;0;1;0;1;1;0;0;
2004 22 1;592;24042140993;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 1;593;24042140976;2;1;0;1;0;0;0;0;0;0;0;0;0;0;
