Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;HPRC8;HPRC9;HPRC10;HPRC11;LPRC1;LPRC2;LPRC3;
2004 22 3;278;64042407798;4;0;0;0;1;0;0;1;1;0;0;0;0;0;0;
2004 22 3;279;64042230206;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;280;64042230287;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;281;64042230142;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;282;64042231198;4;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;283;64042230493;4;0;0;0;1;0;1;1;1;0;1;0;0;0;0;
2004 22 3;284;64042230699;8;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;285;64042230114;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;286;64042230038;8;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;287;64042230394;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;288;64042230096;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;289;64042230766;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;
2004 22 3;290;64042231225;5;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;291;64042230547;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;292;64042231331;3;0;0;0;1;0;0;0;1;0;1;0;0;1;0;
2004 22 3;293;64042220226;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;294;64042231286;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;295;64042231345;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;296;64042231350;3;0;0;1;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;297;64042231149;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;298;64042231170;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;299;64042231209;3;0;0;0;0;0;0;1;0;1;0;1;0;1;0;
2004 22 3;300;64042231180;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;301;64042231351;3;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;302;64042230701;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;303;64042220394;3;0;0;0;0;0;1;1;0;1;1;1;0;0;0;
2004 22 3;304;64042231152;3;0;0;0;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;305;64042230710;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;306;64042231348;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;307;64042231133;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;308;64042230540;2;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;309;64042231291;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;310;64042231182;2;0;0;1;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;311;64042230730;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;312;64042230505;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;313;64042230776;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;314;64042230753;2;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;315;64042231231;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;316;64042221176;2;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;317;64042230719;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;318;64042230718;2;0;0;0;0;0;1;1;0;1;1;1;0;0;0;
2004 22 3;319;64042220602;2;0;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;320;64042230758;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;321;64042220405;2;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;322;64042231344;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;323;64042221265;3;0;0;1;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;324;64042231308;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;325;64042230761;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;326;64042230466;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;327;64042231253;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;328;64042230561;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;329;64042220438;3;0;0;0;1;0;0;0;1;0;1;0;0;0;1;
2004 22 3;330;64042231250;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;331;64042230497;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;332;64042231227;3;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;333;64042231144;3;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;334;64042230749;3;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;335;64042230203;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;336;64042231287;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;337;64042230759;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;338;64042231230;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;339;64042221243;2;0;0;0;1;1;0;1;1;0;0;0;0;0;0;
2004 22 3;340;64042230756;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;341;64042230711;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;342;64042231168;2;0;0;1;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;343;64042230571;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;344;64042230768;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;345;64042231148;2;0;0;0;0;0;1;1;0;1;0;1;0;1;0;
2004 22 3;346;64042230569;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;347;64042230727;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;348;64042230419;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;349;64042221186;2;0;0;1;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;350;64042230450;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;351;64042230528;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;352;64042231248;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;353;64042230470;3;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;354;64042220340;3;0;0;0;1;0;0;0;1;0;1;0;0;1;1;
2004 22 3;355;64042230559;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;356;64042230775;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;357;64042221193;3;0;0;1;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;358;64042230464;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;359;64042230204;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;360;64042231207;3;0;0;0;0;0;0;1;0;1;0;1;0;1;0;
2004 22 3;361;64042230400;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;362;64042231252;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;363;64042230754;3;0;0;0;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;364;64042230422;3;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;365;64042231271;3;0;0;0;1;0;0;0;1;0;1;0;0;1;0;
2004 22 3;366;64042220209;3;0;0;0;1;0;0;1;1;0;0;0;0;0;0;
2004 22 3;367;64042230514;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;368;64042231206;2;0;0;1;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;369;64042230475;2;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;370;64042230284;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;371;64042231145;2;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;372;64042230752;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;373;64042220197;2;0;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;374;64042220758;2;0;0;0;0;0;1;1;0;1;1;1;0;1;0;
2004 22 3;375;64042230416;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;376;64042230472;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;377;64042230423;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;378;64042230734;2;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;379;64042231284;2;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;380;64042230418;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;381;64042230616;2;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;382;64042231310;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;383;64042350409;3;0;0;1;1;0;0;0;1;0;1;0;0;0;1;
2004 22 3;384;64042231281;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;385;64042230731;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;386;64042231288;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;387;64042231323;3;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;388;64042230398;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;389;64042230612;3;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;390;64042231292;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;391;64042230399;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;392;64042230279;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;393;64042230669;3;0;0;0;0;0;0;0;0;1;1;1;0;1;1;
2004 22 3;394;64042231280;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;395;64042230521;3;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;396;64042231254;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;397;64042230717;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;398;64042230217;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;399;64042231163;2;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;400;64042230199;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;401;64042230290;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;402;64042230201;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;403;64042230002;2;0;0;0;0;0;0;1;0;1;1;1;0;1;0;
2004 22 3;404;64042230501;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;405;64042221244;2;0;0;0;1;1;0;1;1;0;0;0;0;0;0;
2004 22 3;406;64042230563;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;407;64042220079;2;0;0;1;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;408;64042230222;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;409;64042230572;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;410;64042230515;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;411;64042230254;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;412;64042231269;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;413;64042230396;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;414;64042230747;3;0;0;1;0;0;0;0;0;1;1;1;0;0;1;
2004 22 3;415;64042231277;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;416;64042231183;3;0;0;0;0;0;0;1;0;1;0;1;0;1;0;
2004 22 3;417;64042230299;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;418;64042231324;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;419;64042231290;3;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;420;64042230511;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;421;64042231322;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;422;64042230395;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;423;64042230449;3;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;424;64042230092;3;0;0;0;0;0;0;0;0;1;1;1;0;1;0;
2004 22 3;425;64042231268;3;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;426;64042230465;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;427;64042230424;2;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;428;64042231167;2;0;0;1;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;429;64042230573;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;430;64042231137;2;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;431;64042230462;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;432;64042230732;2;0;0;0;1;0;1;1;1;0;1;0;0;0;0;
2004 22 3;433;64042230531;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;434;64042230252;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;435;64042230281;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;436;64042230671;2;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;437;64042230003;2;0;0;1;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;438;64042230575;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;439;64042230420;2;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;440;64042230530;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;441;64042230529;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;442;64042231306;3;0;0;0;1;0;0;0;1;0;1;0;0;1;0;
2004 22 3;443;64042220427;3;0;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;444;64042230348;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;445;64042231318;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;446;64042231296;3;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;447;64042230498;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;448;64042230467;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;449;64042231302;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;450;64042231270;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;451;64042231228;3;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;452;64042231283;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;453;64042230750;3;0;0;0;0;0;1;1;0;1;1;1;0;0;0;
2004 22 3;454;64042230208;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;455;64042231243;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;456;64042231304;3;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;457;64042230341;2;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;458;64042230412;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;459;64042230567;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;460;64042230087;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;461;64042230537;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;462;64042230725;2;0;0;1;0;0;0;0;0;1;1;1;0;0;1;
2004 22 3;463;64042230556;2;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;464;64042230283;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;465;64042230728;2;0;0;0;0;0;1;1;0;1;0;1;0;1;0;
2004 22 3;466;64042230401;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;467;64042230471;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;468;64042230221;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;469;64042221177;2;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;470;64042230205;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;471;64042230755;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;472;64042231266;3;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;473;64042231256;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;474;64042230495;3;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2004 22 3;475;64042220162;3;0;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;476;64042231295;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;477;64042231334;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;478;64042230516;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;479;64042230397;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;480;64042231155;3;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;481;64042231193;3;0;0;1;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;482;64042230035;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;483;64042231330;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;484;64042230257;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;485;64042230432;3;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;486;64042231315;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;487;64042230244;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;488;64042230440;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;489;64042230029;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;490;64042231129;2;0;0;0;0;0;1;1;0;1;1;1;0;1;0;
2004 22 3;491;64042230527;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;492;64042230028;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;493;64042230006;2;0;0;1;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;494;64042230323;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;495;64042230551;2;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;496;64042230668;2;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;497;64042230474;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;498;64042230446;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;499;64042221115;2;0;0;0;1;0;0;0;1;0;1;0;0;1;0;
2004 22 3;500;64042230500;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;501;64042230212;2;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;502;64042231321;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;503;64042231317;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;504;64042230235;3;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;505;64042230392;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;506;64042220905;3;0;0;1;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;507;64042230260;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;508;64042231187;3;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;509;64042230023;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;510;64042230520;3;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;511;64042231169;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;512;64042230615;3;0;0;0;0;0;0;0;0;1;1;1;0;0;1;
2004 22 3;513;64042231239;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;514;64042231195;3;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;515;64042230303;3;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;516;64042231255;3;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;517;64042230267;2;0;0;1;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;518;64042230018;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;519;64042230040;2;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;520;64042230253;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;521;64042220558;2;0;0;0;1;0;0;0;1;0;1;0;0;0;1;
2004 22 3;522;64042231200;2;0;0;0;0;0;0;1;0;1;0;1;0;1;0;
2004 22 3;523;64042230525;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;524;64042230027;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;525;64042230245;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;526;64042231352;2;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;527;64042230210;2;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;528;64042230506;2;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;529;64042230019;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;530;64042230455;2;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;531;64042230274;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;532;64042231153;3;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;533;64042231175;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;534;64042231108;3;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;535;64042231140;3;0;0;0;1;0;0;0;1;0;1;0;0;1;0;
2004 22 3;536;64042230304;3;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;537;64042231211;3;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;538;64042231184;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;539;64042220221;3;0;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;540;64042231151;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;541;64042230507;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;542;64042231141;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;543;64042231222;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;544;64042230554;3;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;545;64042231194;3;0;0;0;1;0;0;0;1;0;1;0;0;1;0;
2004 22 3;546;64042231234;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;547;64042230251;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;548;64042230526;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;549;64042230031;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;550;64042230294;2;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;551;64042230234;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;552;64042230552;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;553;64042230591;2;0;0;0;1;0;0;1;1;0;1;0;0;0;0;
2004 22 3;554;64042230459;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;555;64042230463;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;556;64042231224;2;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;557;64042230560;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;558;64042230479;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;559;64042220368;2;0;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;560;64042230393;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;561;64042230587;2;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;562;64042231241;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;563;64042231213;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;564;64042230021;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;565;64042230258;3;0;0;1;0;0;0;0;0;1;1;1;0;0;1;
2004 22 3;566;64042231232;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;567;64042230211;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;568;64042230033;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;569;64042231336;3;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;570;64042230278;3;0;0;0;1;0;1;1;1;0;0;0;0;1;0;
2004 22 3;571;64042230256;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;572;64042231190;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;573;64042231236;3;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;574;64042230024;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;575;64042230084;3;0;0;0;0;0;0;0;0;1;1;1;0;0;1;
2004 22 3;576;64042231215;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;577;64042230058;2;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;578;64042230197;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;579;64042230030;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;580;64042230216;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;581;64042230065;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;582;64042230008;2;0;0;0;1;0;1;1;1;0;0;0;0;0;0;
2004 22 3;583;64042230053;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;584;64042230055;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;585;64042231263;2;0;0;1;1;0;0;0;1;0;0;0;0;1;1;
