Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;HPRC8;HPRC9;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;
2004 22 2;221;28042210352;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;222;28042130031;13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;223;28042210167;13;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;
2004 22 2;224;28042130264;13;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;225;28042130229;13;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;
2004 22 2;226;28042210307;13;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;
2004 22 2;227;28042030184;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 2;228;28042130097;13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;229;28042210165;13;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;230;28042210260;13;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;231;28042120046;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;232;28042130367;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2004 22 2;233;28042130185;13;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;
2004 22 2;234;28041650305;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;235;28041930244;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;
2004 22 2;236;28042020033;17;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;237;28041930241;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;
2004 22 2;238;28042210346;17;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;239;28042020014;17;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;240;28042130336;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
2004 22 2;241;28041930243;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;
2004 22 2;242;28042030041;17;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;243;28042130223;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;244;28042210219;13;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 2;245;28042210202;13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;246;28042010176;13;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 2;247;28042210196;13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;248;28042210182;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;
2004 22 2;249;28042120058;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;250;28042210272;13;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;251;28042210298;13;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;252;28042110017;13;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;
2004 22 2;253;28042130150;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 2;254;28042130361;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;255;28042060009;13;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;256;28042130333;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;
2004 22 2;257;28042120056;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;258;28042210239;13;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 2;259;28042210169;18;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;260;28042030191;18;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;
2004 22 2;261;28042130197;13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;262;28042030164;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;
2004 22 2;263;28042120030;13;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 22 2;264;28042020028;13;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;265;28042210355;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;266;28042130121;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;267;28042030255;13;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;268;28042130281;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 2;269;28042210171;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;
2004 22 2;270;28042210224;13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;271;28042030168;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;
2004 22 2;272;28042030037;13;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;273;28042130272;13;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;274;28042210190;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;275;28042030108;13;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;276;28042110015;19;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;
2004 22 2;277;28042030121;19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;278;28042130029;19;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;279;28042130259;19;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 2;280;28042130312;19;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;
2004 22 2;281;28042210197;13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;282;28042030260;13;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 2;283;28042120053;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;284;28042210188;13;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;
2004 22 2;285;28042030185;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 2;286;28042210173;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;287;28042030025;13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;288;28042440118;13;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;289;28042210291;13;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;290;28042120001;13;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;1;
2004 22 2;291;28042210226;13;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 2;292;28042030091;13;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;
2004 22 2;293;28042130335;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 2;294;28042120054;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;295;28042130304;13;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;
2004 22 2;296;28042130277;14;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 2;297;28042210327;14;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;298;28042130224;14;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;299;28042210294;14;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;300;28042020026;14;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 22 2;301;28042130225;14;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;302;28042210344;14;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;303;28042130346;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;
2004 22 2;304;28042210227;13;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;305;28042210201;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;306;28042210218;13;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;
2004 22 2;307;28042130133;13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;308;28042120057;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;309;28041130152;13;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 2;310;28042210170;13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;311;28042040561;13;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;312;28042030180;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 2;313;28042210203;13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;314;28042120029;13;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 22 2;315;28042130305;13;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;
2004 22 2;316;28042130341;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 2;317;28042030220;13;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;318;28042030027;15;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;319;28042210293;15;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;320;28042210080;15;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 2;321;28042040586;15;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;322;28042030257;15;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 2;323;28042130355;15;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;
2004 22 2;324;28041710338;15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;325;28042030181;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 2;326;28042210211;13;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;
2004 22 2;327;28042130201;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;328;28042030095;13;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 2;329;28042130276;13;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;
2004 22 2;330;28042210241;13;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 2;331;28042120059;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;332;28042130199;13;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;333;28042210228;13;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;334;28042210176;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;335;28042210198;13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;336;28042220345;13;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;337;28042030212;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 2;338;28042130033;13;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;339;28042110028;13;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 2;340;28042030102;20;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;
2004 22 2;341;28042210186;20;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;
2004 22 2;342;28042130118;20;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;
2004 22 2;343;28042040583;20;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;344;28042210183;20;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;345;28042130006;20;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 22 2;346;28042020049;20;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;
2004 22 2;347;28042030036;20;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;
2004 22 2;348;28042210185;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 2;349;28042210163;20;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;350;28042130319;20;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;
2004 22 2;351;28042130195;20;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 22 2;352;28042210232;20;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;
2004 22 2;353;28042130317;20;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;354;28042130369;20;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;
2004 22 2;355;28042130358;13;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 22 2;356;28042020030;13;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;357;28042030216;13;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;358;28042130035;20;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 22 2;359;28042210184;20;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;
2004 22 2;360;28042030142;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 2;361;28042030237;20;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 2;362;28042030115;20;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 2;363;28042030247;20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;
2004 22 2;364;28042210189;20;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;
2004 22 2;365;28042210180;20;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;
