Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;
2004 22 1;382;22042310170;7;1;0;0;0;0;0;0;1;0;
2004 22 1;383;22042310175;7;1;0;0;0;0;0;0;1;0;
2004 22 1;384;22042220472;7;1;0;0;0;0;0;0;0;0;
2004 22 1;385;22042310176;7;1;0;0;0;0;0;0;1;0;
2004 22 1;386;22042310172;7;1;0;0;0;0;0;0;1;0;
2004 22 1;387;22042210545;7;0;0;0;0;0;0;0;0;0;
2004 22 1;388;22042210273;7;1;0;0;0;0;1;0;1;1;
2004 22 1;389;22042310164;7;1;0;0;0;0;0;0;1;0;
2004 22 1;390;22042220402;7;1;0;0;0;0;0;0;0;0;
2004 22 1;391;22042310184;7;1;0;0;0;0;0;0;1;0;
2004 22 1;392;22042310167;7;1;0;0;0;0;0;0;1;0;
2004 22 1;393;22042310174;7;1;0;0;0;0;0;0;1;0;
2004 22 1;394;22042210586;8;0;0;0;0;0;0;0;0;0;
2004 22 1;395;22042210590;8;1;0;0;0;0;0;0;0;0;
2004 22 1;396;22042210604;8;1;0;0;0;0;0;0;0;0;
2004 22 1;397;22042130079;8;1;0;0;0;0;0;0;1;0;
2004 22 1;398;22042210252;8;1;0;0;0;0;0;0;0;0;
2004 22 1;399;22042210241;8;1;0;0;0;0;0;0;0;0;
2004 22 1;400;22042220007;8;0;0;0;0;1;0;0;0;1;
2004 22 1;401;22042130115;8;1;0;0;0;0;0;0;1;0;
2004 22 1;402;22042210094;8;1;0;0;0;0;0;0;0;0;
2004 22 1;403;22042210346;8;1;0;0;0;0;0;0;0;0;
2004 22 1;404;22042220683;8;1;0;0;0;0;0;0;0;1;
2004 22 1;405;22042210298;8;1;0;0;0;0;0;0;1;0;
2004 22 1;406;22042210588;8;0;0;0;0;0;0;0;0;0;
2004 22 1;407;22042210421;8;1;0;0;0;0;0;0;1;0;
2004 22 1;408;22042220669;8;1;0;0;0;0;0;0;0;1;
2004 22 1;409;22042210340;8;1;0;0;0;0;0;0;0;0;
2004 22 1;410;22042210302;8;1;0;0;0;0;0;0;0;0;
2004 22 1;411;22042210440;8;1;0;0;0;0;0;0;1;1;
2004 22 1;412;22042210568;8;0;0;0;0;0;0;0;0;0;
2004 22 1;413;22042220605;8;1;0;0;0;0;0;0;0;0;
2004 22 1;414;22042220436;8;1;0;0;0;0;0;0;0;0;
2004 22 1;415;22042210068;8;1;0;0;0;0;0;0;1;0;
2004 22 1;416;22042210535;8;1;0;0;0;1;0;0;0;1;
2004 22 1;417;22042220672;8;1;0;0;0;0;0;0;0;0;
2004 22 1;418;22042130091;8;1;0;0;1;0;0;0;1;0;
2004 22 1;419;22042210569;8;0;0;0;0;0;0;0;0;0;
2004 22 1;420;22042220535;8;1;0;0;0;0;0;0;0;0;
2004 22 1;421;22042220800;8;1;0;0;0;0;0;0;0;1;
2004 22 1;422;22042210361;8;1;0;0;0;0;0;0;1;0;
2004 22 1;423;22042220567;8;1;0;0;0;0;0;0;0;0;
2004 22 1;424;22042220569;8;1;0;0;0;0;0;0;0;0;
2004 22 1;425;22042210257;8;0;0;0;0;0;0;0;0;0;
2004 22 1;426;22042210439;8;1;0;0;0;0;0;0;1;1;
2004 22 1;427;22042220401;8;1;0;0;0;0;0;0;0;0;
2004 22 1;428;22042210417;8;1;0;0;0;0;0;0;1;0;
2004 22 1;429;22042210556;9;1;0;0;0;0;0;0;0;1;
2004 22 1;430;22042210542;9;1;0;0;0;0;0;0;0;0;
2004 22 1;431;22042210557;9;0;0;0;0;0;0;0;0;1;
2004 22 1;432;22042220627;9;1;0;0;0;0;0;0;0;0;
2004 22 1;433;22042220595;9;1;0;0;0;0;0;0;0;1;
2004 22 1;434;22042220586;9;1;0;0;0;0;0;0;0;0;
2004 22 1;435;22042220561;9;1;0;0;0;0;0;0;0;1;
2004 22 1;436;22042210511;9;0;0;0;0;0;0;0;0;0;
2004 22 1;437;22042220585;9;1;0;0;0;0;0;0;0;0;
2004 22 1;438;22042220527;9;1;0;0;0;0;0;0;0;1;
2004 22 1;439;22042220480;9;1;0;0;0;0;0;0;0;0;
2004 22 1;440;22042220533;9;1;0;0;0;1;0;0;0;1;
2004 22 1;441;22042130094;10;1;0;0;1;0;0;0;1;0;
2004 22 1;442;22042210510;10;0;0;0;0;0;1;0;0;0;
2004 22 1;443;22042210582;10;1;0;0;0;0;0;0;0;0;
2004 22 1;444;22042220420;10;1;0;0;0;0;0;0;0;0;
2004 22 1;445;22042210573;10;0;0;0;0;0;0;0;0;0;
2004 22 1;446;22042130077;10;1;0;0;0;0;0;0;1;0;
2004 22 1;447;22042210559;10;1;0;0;1;0;0;0;0;1;
2004 22 1;448;22042210571;10;0;0;0;0;0;0;0;0;0;
2004 22 1;449;22042210549;10;0;0;0;0;0;0;0;0;0;
2004 22 1;450;22042210512;10;0;0;0;0;0;0;0;0;0;
2004 22 1;451;22042210237;10;0;0;0;0;0;0;0;0;0;
2004 22 1;452;22042220745;10;0;0;0;0;0;0;0;0;0;
2004 22 1;453;22042210491;10;0;0;0;1;0;0;0;0;1;
2004 22 1;454;22042130074;11;1;0;0;0;0;0;0;1;0;
2004 22 1;455;22042210409;11;1;0;0;0;0;0;0;1;0;
2004 22 1;456;22042210341;11;1;0;0;0;0;0;0;0;0;
2004 22 1;457;22042250019;11;1;0;0;0;0;0;0;1;0;
2004 22 1;458;22042250018;11;1;0;0;0;0;0;0;1;0;
2004 22 1;459;22042210547;11;0;0;0;0;0;0;0;0;0;
2004 22 1;460;22042210054;11;1;0;0;0;0;0;0;0;0;
2004 22 1;461;22042250020;11;1;0;0;0;0;0;0;1;0;
2004 22 1;462;22042250016;11;1;0;0;0;0;0;0;1;0;
2004 22 1;463;22042250029;11;1;0;0;0;0;0;0;1;0;
2004 22 1;464;22042220444;11;1;0;0;0;0;0;0;0;0;
2004 22 1;465;22042210255;11;0;0;0;0;0;0;0;0;0;
2004 22 1;466;22042250021;11;1;0;0;0;0;0;0;1;0;
2004 22 1;467;22042250017;11;1;0;0;0;0;0;0;1;0;
2004 22 1;468;22042250027;11;1;0;0;0;0;0;0;1;0;
2004 22 1;469;22042220630;11;1;0;0;0;0;0;0;0;0;
2004 22 1;470;22042250026;11;1;0;0;0;0;0;0;1;0;
2004 22 1;471;22042250025;11;1;0;0;0;0;0;0;1;0;
2004 22 1;472;22042210524;11;0;0;0;0;0;0;0;0;0;
2004 22 1;473;22042220545;11;1;0;0;0;0;0;0;0;0;
2004 22 1;474;22042250015;11;1;0;0;0;0;0;0;1;0;
2004 22 1;475;22042250023;11;1;0;0;0;0;0;0;1;0;
2004 22 1;476;22042250028;11;1;0;0;0;0;0;0;1;0;
2004 22 1;477;22042210014;11;1;0;0;0;0;0;0;0;0;
2004 22 1;478;22042250024;11;1;0;0;0;0;0;0;1;0;
2004 22 1;479;22042210347;11;1;0;0;0;0;0;0;0;0;
2004 22 1;480;22042250022;11;1;0;0;0;0;0;0;1;0;
2004 22 1;481;22042310156;11;1;0;0;0;0;0;0;1;0;
2004 22 1;482;22042310157;11;1;0;0;0;0;0;0;1;0;
2004 22 1;483;22042210558;12;0;0;0;0;0;0;0;0;1;
2004 22 1;484;22042210546;12;1;0;0;0;0;0;0;0;0;
2004 22 1;485;22042210534;12;1;0;0;0;0;0;0;0;0;
2004 22 1;486;22042130081;12;1;0;0;0;0;0;0;1;0;
2004 22 1;487;22042210236;12;0;0;0;0;0;0;0;0;0;
2004 22 1;488;22042210013;12;1;0;0;0;0;0;0;0;0;
2004 22 1;489;22042210333;12;1;0;0;0;0;0;0;0;0;
2004 22 1;490;22042220738;12;1;0;0;0;0;0;0;0;1;
2004 22 1;491;22042210363;12;1;0;0;0;0;0;0;1;0;
2004 22 1;492;22042210246;12;0;0;0;0;0;0;0;0;0;
2004 22 1;493;22042210231;12;1;0;0;0;0;0;0;0;0;
2004 22 1;494;22042220589;12;1;0;0;0;0;0;0;0;0;
2004 22 1;495;22042210453;12;1;0;0;0;0;0;0;1;0;
2004 22 1;496;22042220649;12;1;0;0;0;0;0;0;0;0;
2004 22 1;497;22042210589;13;1;0;0;0;0;0;0;0;0;
2004 22 1;498;22042210591;13;0;0;0;0;0;0;0;0;0;
2004 22 1;499;22041910445;13;1;0;0;0;0;0;0;1;0;
2004 22 1;500;22042220593;13;1;0;0;0;0;0;0;0;1;
2004 22 1;501;22042210521;13;0;0;0;0;0;0;0;0;0;
2004 22 1;502;22042210587;13;1;0;0;0;0;0;0;0;0;
2004 22 1;503;22042210605;13;1;0;0;0;0;0;0;0;0;
2004 22 1;504;22042130082;13;1;0;0;0;0;0;0;1;0;
2004 22 1;505;22042210561;13;0;0;0;0;0;0;0;0;0;
2004 22 1;506;22042210544;13;1;0;0;0;0;0;0;0;0;
2004 22 1;507;22042210522;13;0;0;0;0;0;0;0;0;0;
2004 22 1;508;22042210234;13;1;0;0;0;0;0;0;0;0;
2004 22 1;509;22042220594;13;1;0;0;0;0;0;0;0;1;
2004 22 1;510;22042110357;13;1;0;0;0;0;0;0;1;0;
2004 22 1;511;22042210250;13;1;0;0;0;0;0;0;0;0;
2004 22 1;512;22042210301;13;1;0;0;0;0;0;0;0;0;
2004 22 1;513;22042210508;13;0;0;0;0;0;0;0;0;0;
2004 22 1;514;22042210007;13;1;0;0;0;0;0;0;0;0;
2004 22 1;515;22042210242;13;1;0;0;0;0;0;0;1;0;
2004 22 1;516;22042210228;13;1;0;0;0;0;0;0;0;0;
2004 22 1;517;22042210339;13;1;0;0;0;0;0;0;0;0;
2004 22 1;518;22042210240;13;1;0;0;0;0;0;0;0;0;
2004 22 1;519;22042210497;13;0;0;0;0;0;0;0;0;0;
2004 22 1;520;22042210296;13;0;0;0;0;0;0;0;0;0;
2004 22 1;521;22042210070;13;1;0;0;0;0;0;0;0;0;
2004 22 1;522;22042220795;13;1;0;0;0;0;0;0;0;0;
2004 22 1;523;22042220522;13;0;0;0;0;0;0;0;0;0;
2004 22 1;524;22042220837;13;1;0;0;0;0;0;0;0;0;
2004 22 1;525;22042220579;13;1;0;0;0;0;0;0;0;0;
2004 22 1;526;22042210404;13;1;0;0;0;0;0;0;1;0;
