Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12;
2004 22 3;184;25042320133;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;185;25042240597;11;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;186;25042230669;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;187;25042320108;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;188;25042330603;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;189;25042321411;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;190;25042230469;16;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;191;25042340368;16;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 22 3;192;25042240027;16;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;193;25042250451;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;194;25042330538;16;0;1;0;0;0;1;0;1;1;0;1;0;0;1;0;0;
2004 22 3;195;25042320154;16;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;196;25042320841;16;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;197;25042320651;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 22 3;198;25042320809;16;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;199;25042260002;16;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;
2004 22 3;200;25042321404;15;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;
2004 22 3;201;25042250462;15;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;202;25042330963;15;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;
2004 22 3;203;25042230496;16;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;204;25042240563;16;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;205;25042320608;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 22 3;206;25042320817;16;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;207;25042330718;16;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 3;208;25042240387;16;0;0;1;1;0;1;1;0;0;1;1;0;0;0;0;1;
2004 22 3;209;25042320852;16;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;210;25042340353;16;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 22 3;211;25042250422;16;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;212;25042220298;16;1;1;1;1;0;1;0;1;0;0;1;0;0;1;0;1;
2004 22 3;213;25042240643;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;214;25042320060;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;215;25042330560;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;216;25042320950;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;217;25042230699;11;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;218;25042320921;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;219;25042320026;11;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;220;25042320627;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;221;25042320081;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;222;25042320101;11;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2004 22 3;223;25042230390;16;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;224;25042321367;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 3;225;25042320282;16;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;226;25042240700;9;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;227;25042330360;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;228;25042330905;9;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;229;25042240711;9;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;230;25042330356;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;231;25042250300;9;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;232;25042240868;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;233;25042330685;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;234;25042230436;9;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;1;
2004 22 3;235;25042250618;9;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;236;25042321446;11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;237;25042321425;11;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;
2004 22 3;238;25042320926;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;239;25042230668;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;240;25042321457;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;241;25042320951;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;242;25042330092;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;243;25042320953;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;244;25042230678;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;245;25042320692;11;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;246;25042321424;14;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;247;25042240645;14;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;
2004 22 3;248;25042230499;14;0;0;1;1;0;1;1;0;0;1;1;0;1;0;0;1;
2004 22 3;249;25042330021;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;250;25042320957;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;251;25042320929;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;252;25042250688;11;1;1;0;0;0;1;0;1;0;0;1;0;1;1;0;1;
2004 22 3;253;25042320199;11;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;254;25042340908;11;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;
2004 22 3;255;25042320228;11;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;256;25042230562;11;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;257;25042321405;11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;258;25042330997;11;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;259;25042250367;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;260;25042250366;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;261;25042250380;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;262;25042250373;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;263;25042250374;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;264;25042250371;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;265;25042250365;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;266;25042321442;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;267;25042250364;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;268;25042250377;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;269;25042340553;11;0;1;0;0;0;1;0;1;1;0;1;1;1;1;0;0;
2004 22 3;270;25042320200;11;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;271;25042230665;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;272;25042320684;11;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;273;25042331051;11;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;274;25042320040;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;275;25042320932;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;276;25042240716;11;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;277;25042330019;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;278;25042321420;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;279;25042230619;9;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;280;25042321043;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;281;25042320438;9;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;282;25042250283;9;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;
2004 22 3;283;25042330807;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;284;25042320768;9;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;285;25042320997;9;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;286;25042330956;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 22 3;287;25042321101;9;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;288;25042320437;9;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;289;25042350727;11;0;1;0;0;0;1;0;1;0;1;1;0;1;1;0;0;
2004 22 3;290;25042330599;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;291;25042320056;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;292;25042320952;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;293;25042230661;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;294;25042321399;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;295;25042330602;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;296;25042321455;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;297;25042320050;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;298;25042320514;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;299;25042350604;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;
2004 22 3;300;25042350602;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;
2004 22 3;301;25042320659;11;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;
2004 22 3;302;25042320111;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;303;25042320061;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;304;25042320687;11;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;305;25042321454;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;306;25042230561;11;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;307;25042320685;11;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;308;25042320037;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;309;25042240587;11;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;310;25042321055;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;311;25042240738;9;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;312;25042220155;9;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;313;25042240701;9;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;314;25042330353;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;315;25042321439;9;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;
2004 22 3;316;25042320399;9;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;317;25042250327;9;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 3;318;25042220053;9;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;319;25042230673;9;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;320;25042240684;9;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;321;25042330957;11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;322;25042250570;11;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;
2004 22 3;323;25042320571;11;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;324;25042320918;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;325;25042320035;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;326;25042320690;11;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;327;25042320110;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;328;25042230667;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;329;25042330022;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;330;25042321426;11;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;
2004 22 3;331;25042250378;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;332;25042250370;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;333;25042250372;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;334;25042250376;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;335;25042250368;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;336;25042321445;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;337;25042250381;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;338;25042250369;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;339;25042250375;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;340;25042250379;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;
2004 22 3;341;25042321048;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;342;25042330042;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;343;25042230652;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;344;25042320945;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;345;25042320717;11;1;1;0;0;0;1;0;1;0;0;1;1;1;1;0;0;
2004 22 3;346;25042320940;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;347;25042320114;11;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;348;25042321079;11;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;349;25042320716;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;350;25042240578;9;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;351;25042320764;9;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;352;25042250478;9;0;0;1;1;0;1;1;0;0;1;1;0;0;0;0;1;
2004 22 3;353;25042330354;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;354;25042321003;9;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;355;25042320284;9;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;356;25042330357;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;357;25042320345;9;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;358;25042250386;9;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;359;25042230306;9;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;360;25042321349;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;361;25042320070;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;362;25042330023;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;363;25042250567;11;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;
2004 22 3;364;25042320928;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;365;25042320428;11;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;
2004 22 3;366;25042211358;11;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;367;25042320934;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;368;25042320091;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;369;25042320925;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;370;25042230289;6;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;
2004 22 3;371;25042230287;6;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;
2004 22 3;372;25042230290;6;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;
2004 22 3;373;25042230292;6;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;
2004 22 3;374;25042230288;6;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;
2004 22 3;375;25042230283;6;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;
2004 22 3;376;25042230285;6;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;
2004 22 3;377;25042230286;6;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;
2004 22 3;378;25042230291;6;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;
2004 22 3;379;25042230284;6;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;
2004 22 3;380;25042330563;11;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;381;25042320958;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;382;25042240566;11;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;
2004 22 3;383;25042320916;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;384;25042240735;11;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;385;25042320255;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;386;25042320429;11;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;
2004 22 3;387;25042321452;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;388;25042320626;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;389;25042340627;11;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;
2004 22 3;390;25042240346;9;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;391;25042330915;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;392;25042250605;9;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;393;25042330355;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;394;25042240021;9;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;395;25042320152;9;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;396;25042220363;9;1;1;1;1;0;1;0;1;0;0;1;0;0;1;0;1;
2004 22 3;397;25042340915;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;398;25042320772;9;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;399;25042320619;9;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;400;25042320483;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;401;25042320077;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;402;25042330041;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;403;25042240644;11;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;
2004 22 3;404;25042320134;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;405;25042230666;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;406;25042320937;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;407;25042320064;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;408;25042321453;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;409;25042330051;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;410;25042030004;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;
2004 22 3;411;25042020004;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;
2004 22 3;412;25042320036;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;413;25042320482;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;414;25042230657;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;415;25042330600;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;416;25042240540;11;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;417;25042321456;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;418;25042330996;11;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;419;25042320917;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;420;25042320067;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;421;25042320100;11;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2004 22 3;422;25042320436;9;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;423;25042220097;9;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;424;25042330879;9;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 22 3;425;25042250611;9;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;426;25042220152;9;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;427;25042250475;9;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;428;25042330857;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;429;25042330097;9;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;1;
2004 22 3;430;25042320765;9;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;431;25042230579;9;1;1;1;1;0;1;0;1;0;0;1;0;0;1;0;1;
2004 22 3;432;25042320936;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;433;25042230387;11;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;
2004 22 3;434;25042321348;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;435;25042320264;11;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;436;25042230360;11;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;437;25042340186;11;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
2004 22 3;438;25042320941;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 22 3;439;25042320194;11;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;440;25042330052;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;441;25042260001;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 22 3;442;25042410787;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;
2004 22 3;443;25042410928;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;
2004 22 3;444;25042410905;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
2004 22 3;445;25042230662;11;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;446;25042320098;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;447;25042320686;11;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;448;25042230479;11;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;
2004 22 3;449;25042320109;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 22 3;450;25042330601;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;451;25042810788;11;0;1;0;0;0;1;0;1;0;1;1;0;1;1;0;0;
2004 22 3;452;25042321205;11;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;453;25042330920;11;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;
2004 22 3;454;25042320682;11;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;
2004 22 3;455;25042250482;9;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;456;25042320769;9;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;457;25042330359;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;458;25042340540;9;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;459;25042321039;9;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;
2004 22 3;460;25042320773;9;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;
2004 22 3;461;25042220153;9;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 22 3;462;25042320905;9;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;
2004 22 3;463;25042331026;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;
2004 22 3;464;25042330958;11;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;
2004 22 3;465;25042330361;11;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2004 22 3;466;25042320174;11;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
