Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;HPRC8;HPRC9;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;
2004 23 3;250;23042310925;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;251;23042440050;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;252;23042320147;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;253;23042301993;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;254;23042320608;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;255;23042320155;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;256;23042320813;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;257;23042310041;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;258;23042310116;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;259;23042440092;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;260;23042320648;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;261;23042320161;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;262;23042320990;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;263;23042320764;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;264;23042320152;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;265;23042320693;6;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;266;23042310720;6;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;267;23042320066;6;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;268;23042320069;6;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;269;23042440089;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;270;23042310728;6;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;271;23042310664;6;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;272;23042320695;6;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;273;23042320247;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;274;23042320987;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;275;23042310265;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;276;23042320601;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;277;23042440053;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;278;23042320050;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;279;23042320231;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;280;23042320610;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;281;23042320766;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;282;23042320878;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;283;23042320699;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;284;23042310085;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;285;23042310915;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;286;23042440093;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;287;23042320053;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;
2004 23 3;288;23042310909;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;289;23042310043;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;290;23042310010;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;291;23042320182;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;292;23042310202;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;293;23042310173;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;294;23042310159;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;295;23042321047;4;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;296;23042311325;4;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;297;23042310944;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;298;23042310939;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;299;23042311312;4;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;
2004 23 3;300;23042602236;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;301;23042311247;12;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;302;23042320646;12;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;303;23042320197;5;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;304;23042311051;5;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;305;23042320500;5;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 23 3;306;23042320835;5;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;307;23042320301;5;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;308;23042320111;5;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;309;23042320620;7;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;310;23042310992;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;311;23042311254;7;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;312;23042321088;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;313;23042320890;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;314;23042320299;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;315;23042320801;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;316;23042321087;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 23 3;317;23042320276;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;318;23042310585;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;319;23042321032;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;320;23042320575;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;321;23042320166;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;322;23042310058;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;323;23042310109;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;324;23042320959;4;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;325;23042320757;4;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 23 3;326;23042311034;4;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;327;23042310073;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;328;23042310140;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;329;23042310059;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;330;23042320497;10;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 23 3;331;23042320592;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;332;23042430133;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;333;23042321013;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;334;23042321010;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;335;23042320853;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;336;23042440072;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;337;23042320798;10;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;338;23042321040;10;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 23 3;339;23042310916;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;340;23042310078;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;341;23042310086;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;342;23042440103;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;343;23042320289;12;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;344;23042320095;12;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;345;23042320314;12;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;346;23042310169;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;347;23042320932;11;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;348;23042320580;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;349;23042321009;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;350;23042320260;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;
2004 23 3;351;23042320121;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;352;23042320678;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;353;23042440124;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;354;23042321124;9;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;355;23042310567;9;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;356;23042321122;9;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;357;23042440084;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;358;23042310562;6;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;359;23042320696;6;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;360;23042440138;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;361;23042311411;2;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;
2004 23 3;362;23042310759;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;363;23042320294;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;364;23042320138;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;365;23042320604;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;366;23042320762;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;367;23042320040;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;368;23042320036;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;369;23042310270;2;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;
2004 23 3;370;23042320394;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;371;23042320609;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;372;23042320295;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;373;23042320020;10;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;374;23042320114;10;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;375;23042440112;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;376;23042450008;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;377;23042320653;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;378;23042320991;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;379;23042320993;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;380;23042320223;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;381;23042320584;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;382;23042321022;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;383;23042321007;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;384;23042320264;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;385;23042320191;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;386;23042321031;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;387;23042320651;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;388;23042320929;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;389;23042310906;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;390;23042310121;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;391;23042310926;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;392;23042450018;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;393;23042450055;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;394;23042310933;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;395;23042321046;4;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;396;23042320096;4;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;397;23042310577;4;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;398;23042310075;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;399;23042320979;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
2004 23 3;400;23042320094;6;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;401;23042311209;6;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;402;23042310729;6;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;403;23042450017;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;404;23042320213;6;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;405;23042320172;6;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;406;23042320690;6;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;407;23042320921;6;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;408;23042320946;5;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 23 3;409;23042310150;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;410;23042310122;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;411;23042450082;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;412;23042320097;4;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;413;23042310912;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;414;23042320952;4;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;
2004 23 3;415;23042310077;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;416;23042321045;4;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;417;23042310143;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;418;23042310144;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;419;23042310125;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;420;23042320072;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;421;23042450083;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;422;23042310011;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;423;23042320098;4;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;424;23042320117;4;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;425;23042310051;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;426;23042310991;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;427;23042320352;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;428;23042320881;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;429;23042320090;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;430;23042320867;4;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;431;23042320317;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;432;23042310994;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;433;23042320619;7;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;434;23042310263;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;435;23042311257;7;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;436;23042320521;7;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 23 3;437;23042310005;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;438;23042310607;7;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;439;23042311008;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;440;23042320628;12;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;441;23042320753;12;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;442;23042321091;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;443;23042310699;12;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;444;23042310984;12;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;445;23042320629;12;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;446;23042320393;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;447;23042320809;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;448;23042320347;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;449;23042320344;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;450;23042602238;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;451;23042320590;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;452;23042320988;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;453;23042320198;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;454;23042321033;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;455;23042320139;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;456;23042320984;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;457;23042320769;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;458;23042320273;4;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;
2004 23 3;459;23042320162;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;460;23042450075;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;461;23042450092;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;462;23042320606;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;463;23042320052;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;464;23042320719;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;465;23042320323;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;466;23042320266;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;467;23042320933;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;468;23042320709;2;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;469;23042320381;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;470;23042320142;2;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;471;23042320355;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;472;23042321105;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;473;23042310718;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;474;23042320187;7;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 23 3;475;23042320985;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;476;23042320944;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;477;23042320873;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;478;23042311002;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;479;23042320806;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;480;23042320107;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;481;23042320189;4;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 23 3;482;23042320348;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;483;23042320145;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;484;23042320210;4;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;
2004 23 3;485;23042320025;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;486;23042320464;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 23 3;487;23042320313;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;488;23042311246;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;489;23042450106;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;490;23042320725;6;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;491;23042320006;6;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;492;23042320694;6;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;493;23042330189;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;494;23042320978;4;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;
2004 23 3;495;23042320108;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;496;23042320358;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;497;23042321070;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2004 23 3;498;23042320016;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;499;23042320366;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;500;23042450090;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;501;23042320688;6;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;502;23042320983;6;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;503;23042320839;6;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;504;23042320110;6;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;505;23042321064;2;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2004 23 3;506;23042320755;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;507;23042320085;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;508;23042320080;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;509;23042320872;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;510;23042450043;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;511;23042321125;9;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;512;23042310565;9;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;513;23042320819;9;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;514;23042321119;9;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;515;23042450034;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;516;23042321017;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;517;23042321028;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;518;23042320271;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;519;23042320776;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;520;23042320144;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 23 3;521;23042320856;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
