Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;LPRC1;LPRC2;LPRC3;
2004 21 6;405;29042160084;1;0;0;0;1;1;0;1;
2004 21 6;406;29042160133;1;0;0;0;1;0;0;1;
2004 21 6;407;29042210123;1;0;0;1;0;0;0;1;
2004 21 6;408;29042250385;1;0;0;1;0;0;0;1;
2004 21 6;409;29042160193;1;0;0;0;1;0;0;1;
2004 21 6;410;29042310281;1;0;0;1;0;0;0;1;
2004 21 6;411;29042160092;1;0;0;0;1;0;0;1;
2004 21 6;412;29042310295;1;0;0;1;0;0;0;1;
2004 21 6;413;29042210814;1;0;0;1;0;0;0;0;
2004 21 6;414;29042160128;1;0;0;0;1;0;0;1;
2004 21 6;415;29042160087;1;0;0;0;1;0;0;1;
2004 21 6;416;29042160032;8;0;0;1;0;0;0;1;
2004 21 6;417;29042160011;8;0;0;1;0;0;0;1;
2004 21 6;418;29042160020;8;0;0;1;0;0;0;1;
2004 21 6;419;29042160136;1;0;0;0;1;0;0;1;
2004 21 6;420;29042160191;1;0;0;0;1;0;0;1;
2004 21 6;421;29042160037;8;0;0;1;0;0;0;1;
2004 21 6;422;29042160048;8;0;0;1;0;0;0;1;
2004 21 6;423;29042250388;8;0;1;1;0;0;0;1;
2004 21 6;424;29042160099;1;0;0;0;1;0;0;1;
2004 21 6;425;29042160058;1;0;0;0;1;0;0;1;
2004 21 6;426;29042230578;5;1;0;1;0;0;0;1;
2004 21 6;427;29042460096;5;0;0;1;0;0;0;1;
2004 21 6;428;29042460068;5;0;0;1;0;0;0;1;
2004 21 6;429;29042160287;3;0;0;0;1;0;0;0;
2004 21 6;430;29042160152;3;0;0;0;1;0;0;1;
2004 21 6;431;29042210768;3;0;0;1;0;0;0;0;
2004 21 6;432;29042210077;3;0;0;1;0;0;0;1;
2004 21 6;433;29042210805;3;0;0;1;0;0;0;1;
2004 21 6;434;29042160140;3;0;0;0;1;0;0;1;
2004 21 6;435;29042160150;3;0;0;0;1;0;0;1;
2004 21 6;436;29042310261;10;0;1;1;0;0;0;1;
2004 21 6;437;29042210551;10;1;0;1;0;0;0;1;
2004 21 6;438;29042210547;3;0;0;1;0;0;0;1;
2004 21 6;439;29042160147;3;0;0;0;1;0;0;1;
2004 21 6;440;29042160151;3;0;0;0;1;0;0;1;
2004 21 6;441;29042210082;3;0;0;1;0;0;0;1;
2004 21 6;442;29042210770;3;0;0;1;0;0;0;0;
2004 21 6;443;29042160149;3;0;0;0;1;0;0;1;
2004 21 6;444;29042210061;3;0;0;1;0;0;0;1;
2004 21 6;445;29042160142;3;0;0;0;1;0;0;1;
2004 21 6;446;29042210066;3;0;0;1;0;0;0;1;
2004 21 6;447;29042310229;3;0;0;1;0;0;0;1;
2004 21 6;448;29042160146;3;0;0;0;1;0;0;1;
2004 21 6;449;29042210748;3;0;0;1;0;0;0;1;
2004 21 6;450;29042160145;3;0;0;0;1;0;0;1;
2004 21 6;451;29042210072;3;0;0;1;0;0;0;1;
2004 21 6;452;29042310285;1;0;0;1;0;0;0;1;
2004 21 6;453;29042160088;1;0;0;0;1;0;0;1;
2004 21 6;454;29042160233;1;0;1;1;0;0;0;1;
2004 21 6;455;29042160212;1;0;0;0;1;0;0;1;
2004 21 6;456;29042310341;1;0;0;1;0;0;0;1;
2004 21 6;457;29042310143;1;0;0;1;0;0;0;1;
2004 21 6;458;29042160091;1;0;0;0;1;0;0;1;
2004 21 6;459;29042160114;5;0;0;0;1;1;0;1;
2004 21 6;460;29042150464;5;0;0;1;0;0;0;1;
2004 21 6;461;29042460070;5;0;0;1;0;0;0;1;
2004 21 6;462;29042460111;5;0;0;1;0;0;0;1;
2004 21 6;463;29042160273;6;0;0;0;1;0;0;1;
2004 21 6;464;29042260024;6;0;0;1;0;0;0;1;
2004 21 6;465;29042160288;6;0;0;0;1;0;0;1;
2004 21 6;466;29042140680;6;0;0;1;0;0;0;1;
2004 21 6;467;29042140679;6;0;0;1;0;0;0;1;
2004 21 6;468;29042160337;6;0;0;0;1;0;0;1;
2004 21 6;469;29042160539;6;0;0;1;0;0;0;1;
2004 21 6;470;29042160234;6;0;0;0;1;0;0;1;
2004 21 6;471;29042210557;11;0;0;1;0;0;0;0;
2004 21 6;472;29042310305;11;0;0;1;0;0;0;0;
2004 21 6;473;29042160319;12;0;0;0;1;0;0;1;
2004 21 6;474;29042210004;12;0;0;1;0;0;0;0;
2004 21 6;475;29042160384;12;0;0;0;1;0;0;1;
2004 21 6;476;29042260394;11;0;0;1;0;0;0;1;
2004 21 6;477;29042310180;11;0;0;1;0;0;0;1;
2004 21 6;478;29042050345;12;0;0;0;1;1;0;1;
2004 21 6;479;29042160276;12;0;0;0;1;0;0;1;
2004 21 6;480;29042150467;5;0;0;1;0;0;0;1;
2004 21 6;481;29042460107;5;0;0;1;0;0;0;1;
2004 21 6;482;29042160272;12;0;0;0;1;0;0;1;
2004 21 6;483;29042210701;12;0;0;1;0;0;0;1;
2004 21 6;484;29042160315;12;0;0;0;1;0;0;1;
2004 21 6;485;29042220645;12;1;0;1;0;0;0;0;
2004 21 6;486;29042210564;12;0;0;1;0;0;0;1;
2004 21 6;487;29042160316;12;0;0;0;1;0;0;1;
2004 21 6;488;29042210705;12;0;0;1;0;0;0;1;
2004 21 6;489;29042160300;12;0;0;0;1;0;0;1;
2004 21 6;490;29042210822;12;0;0;1;0;0;0;1;
2004 21 6;491;29042140686;12;0;0;1;0;0;0;0;
2004 21 6;492;29042160265;12;0;0;0;1;0;0;1;
2004 21 6;493;29042220640;12;1;0;1;0;0;0;0;
2004 21 6;494;29042160269;12;0;0;0;1;0;0;1;
2004 21 6;495;29042150466;5;0;0;1;0;0;0;1;
2004 21 6;496;29042150481;5;0;0;1;0;0;0;1;
2004 21 6;497;29042160068;5;0;0;0;1;1;0;1;
2004 21 6;498;29042520020;5;0;0;1;0;0;0;1;
2004 21 6;499;29042160067;5;0;0;0;1;0;0;1;
2004 21 6;500;29042460109;5;0;0;1;0;0;0;1;
2004 21 6;501;29042520019;5;0;0;1;0;0;0;1;
2004 21 6;502;29042160113;5;0;0;0;1;1;0;1;
2004 21 6;503;29042460103;5;0;0;1;0;0;0;1;
2004 21 6;504;29042160161;5;0;0;0;1;0;0;1;
2004 21 6;505;29042510185;5;0;0;1;0;0;0;1;
2004 21 6;506;29042150487;5;0;0;1;0;0;0;1;
2004 21 6;507;29042210395;2;0;0;0;1;0;0;1;
2004 21 6;508;29042210392;2;0;0;0;1;0;0;1;
2004 21 6;509;29042520010;5;0;0;1;0;0;0;1;
2004 21 6;510;29042510124;5;0;0;1;0;0;0;1;
2004 21 6;511;29042460059;5;0;0;1;0;0;0;1;
2004 21 6;512;29042160301;12;0;0;0;1;0;0;1;
2004 21 6;513;29042160342;12;0;0;0;1;0;0;0;
2004 21 6;514;29042210033;8;0;0;1;0;0;0;1;
2004 21 6;515;29042360053;8;0;0;1;0;0;0;1;
2004 21 6;516;29042210782;8;0;0;1;0;0;0;1;
2004 21 6;517;29042160303;6;0;0;0;1;0;0;1;
2004 21 6;518;29042160170;6;0;0;0;1;0;0;1;
2004 21 6;519;29042210775;8;0;0;1;0;0;0;1;
2004 21 6;520;29042210738;8;0;0;1;0;0;0;1;
2004 21 6;521;29042210740;8;0;0;1;0;0;0;1;
2004 21 6;522;29042160060;1;0;0;0;1;0;0;1;
2004 21 6;523;29042160061;1;0;0;0;1;1;0;1;
2004 21 6;524;29042210509;8;0;0;1;0;0;0;1;
2004 21 6;525;29042160522;8;0;0;1;0;0;0;0;
2004 21 6;526;29042210746;1;0;0;1;0;0;0;1;
2004 21 6;527;29042160098;1;0;0;0;1;0;0;1;
2004 21 6;528;29042160104;1;0;0;0;1;0;0;1;
2004 21 6;529;29042210732;8;0;0;1;0;0;0;1;
2004 21 6;530;29042210548;8;0;0;1;0;0;0;1;
2004 21 6;531;29042160127;1;0;0;0;1;0;0;1;
2004 21 6;532;29042160101;1;0;0;0;1;0;0;1;
2004 21 6;533;29042210561;10;0;1;1;0;0;0;1;
2004 21 6;534;29042310344;10;0;0;1;0;0;0;1;
2004 21 6;535;29042310283;10;0;0;1;0;0;0;1;
2004 21 6;536;29042160197;1;0;0;0;1;0;0;1;
2004 21 6;537;29042160108;1;0;0;0;1;0;0;1;
2004 21 6;538;29042210580;1;0;0;1;0;0;0;0;
2004 21 6;539;29042160094;1;0;0;0;1;0;0;1;
2004 21 6;540;29042210708;1;0;0;1;0;0;0;1;
2004 21 6;541;29042210826;1;0;0;1;0;0;0;1;
2004 21 6;542;29042160097;1;0;0;0;1;0;0;1;
2004 21 6;543;29042210550;1;1;0;1;0;0;0;0;
2004 21 6;544;29042160079;1;0;0;0;1;0;0;1;
2004 21 6;545;29042210565;8;0;0;1;0;0;0;1;
2004 21 6;546;29042130023;8;0;0;1;0;0;0;1;
2004 21 6;547;29042160130;1;0;0;0;1;0;0;1;
2004 21 6;548;29042520025;5;0;0;1;0;0;0;1;
2004 21 6;549;29042160159;5;0;0;0;1;0;0;1;
2004 21 6;550;29042520015;5;0;0;1;0;0;0;1;
2004 21 6;551;29042520014;5;0;0;1;0;0;0;1;
2004 21 6;552;29042520026;5;0;0;1;0;0;0;1;
2004 21 6;553;29042160326;2;0;0;0;1;0;0;1;
2004 21 6;554;29042210384;2;0;0;0;1;0;0;1;
2004 21 6;555;29042660064;8;0;0;1;0;0;0;1;
2004 21 6;556;29042250387;8;0;0;1;0;0;0;1;
2004 21 6;557;29042160520;8;0;0;1;0;0;0;0;
2004 21 6;558;29042160230;3;0;0;0;1;0;0;1;
2004 21 6;559;29042160078;3;0;0;0;1;1;0;1;
2004 21 6;560;29042510142;5;0;0;1;0;0;0;1;
2004 21 6;561;29042150475;5;0;0;1;0;0;0;1;
2004 21 6;562;29042460110;5;0;0;1;0;0;0;1;
2004 21 6;563;29042210398;2;0;0;0;1;0;0;1;
2004 21 6;564;29042210382;2;0;0;0;1;0;0;1;
2004 21 6;565;29042210556;8;0;0;1;0;0;0;0;
2004 21 6;566;29042260392;8;0;0;1;0;0;0;1;
2004 21 6;567;29042310284;8;0;0;1;0;0;0;1;
2004 21 6;568;29042160187;1;0;0;0;1;0;0;1;
2004 21 6;569;29042160052;1;0;0;0;1;0;0;1;
2004 21 6;570;29042310349;8;0;0;1;0;0;0;1;
2004 21 6;571;29042210019;8;0;0;1;0;0;0;1;
2004 21 6;572;29042210762;8;0;0;1;0;0;0;1;
2004 21 6;573;29042160095;1;0;0;0;1;0;0;1;
2004 21 6;574;29042160132;1;0;0;0;1;0;0;1;
2004 21 6;575;29042460104;5;0;0;1;0;0;0;1;
2004 21 6;576;29042150478;5;0;0;1;0;0;0;1;
2004 21 6;577;29042150482;5;0;0;1;0;0;0;1;
2004 21 6;578;29042160120;1;0;0;0;1;0;0;1;
2004 21 6;579;29042160135;1;0;0;0;1;0;0;1;
2004 21 6;580;29042520021;5;0;0;1;0;0;0;1;
2004 21 6;581;29042460067;5;0;0;1;0;0;0;1;
2004 21 6;582;29042160163;5;0;0;0;1;0;0;1;
2004 21 6;583;29042150465;5;0;0;1;0;0;0;1;
2004 21 6;584;29042160160;5;0;0;0;1;0;0;1;
2004 21 6;585;29042510143;5;0;0;1;0;0;0;1;
2004 21 6;586;29042510150;5;0;0;1;0;0;0;1;
2004 21 6;587;29042160105;1;0;0;0;1;0;0;1;
2004 21 6;588;29042210571;1;0;0;1;0;0;0;0;
2004 21 6;589;29042160192;1;0;0;0;1;0;0;1;
2004 21 6;590;29042210742;1;0;0;1;0;0;0;1;
2004 21 6;591;29042420100;1;0;0;1;0;0;0;1;
2004 21 6;592;29042160073;1;0;0;0;1;1;0;1;
2004 21 6;593;29042210646;1;1;0;1;0;0;0;1;
2004 21 6;594;29042030321;1;0;1;1;0;0;0;1;
2004 21 6;595;29042160080;1;0;0;0;1;1;0;1;
2004 21 6;596;29042050535;1;0;0;0;1;0;0;1;
2004 21 6;597;29042210765;8;0;0;1;0;0;0;1;
2004 21 6;598;29042210760;8;0;0;1;0;0;0;1;
2004 21 6;599;29042210758;8;0;0;1;0;0;0;1;
2004 21 6;600;29042320733;1;0;0;0;1;0;0;1;
2004 21 6;601;29042550023;1;0;0;0;1;0;0;1;
2004 21 6;602;29042310192;8;0;0;1;0;0;0;0;
2004 21 6;603;29042210774;8;0;0;1;0;0;0;1;
2004 21 6;604;29042210824;8;0;0;1;0;0;0;0;
2004 21 6;605;29042160134;1;0;0;0;1;0;0;1;
2004 21 6;606;29042160126;1;0;0;0;1;0;0;1;
2004 21 6;607;29042160129;1;0;0;0;1;0;0;1;
2004 21 6;608;29042210808;1;0;0;1;0;0;0;0;
2004 21 6;609;29042510194;5;0;0;1;0;0;0;1;
2004 21 6;610;29042510172;5;0;0;1;0;0;0;1;
2004 21 6;611;29042160156;5;0;0;0;1;0;0;1;
2004 21 6;612;29042160157;5;0;0;0;1;0;0;1;
2004 21 6;613;29042150463;5;0;0;1;0;0;0;1;
2004 21 6;614;29042150473;5;0;0;1;0;0;0;1;
2004 21 6;615;29042460097;5;0;0;1;0;0;0;1;
2004 21 6;616;29042160325;2;0;0;0;1;0;0;1;
2004 21 6;617;29042210401;2;0;0;0;1;0;0;1;
2004 21 6;618;29042510189;5;0;0;1;0;0;0;1;
2004 21 6;619;29042510122;5;0;0;1;0;0;0;1;
2004 21 6;620;29042460071;5;0;0;1;0;0;0;1;
2004 21 6;621;29042210402;2;0;0;0;1;0;0;1;
2004 21 6;622;29042220168;2;0;0;0;1;0;0;1;
2004 21 6;623;29042520016;5;0;0;1;0;0;0;1;
2004 21 6;624;29042460060;5;0;0;1;0;0;0;1;
2004 21 6;625;29042460105;5;0;0;1;0;0;0;1;
2004 21 6;626;29042220161;2;0;0;0;1;0;0;1;
2004 21 6;627;29042220170;2;0;0;0;1;0;0;1;
2004 21 6;628;29042510151;5;0;0;1;0;0;0;1;
2004 21 6;629;29042460112;5;0;0;1;0;0;0;1;
2004 21 6;630;29042520023;5;0;0;1;0;0;0;1;
2004 21 6;631;29042160066;1;0;0;0;1;1;0;1;
2004 21 6;632;29042160074;1;0;0;0;1;0;0;1;
2004 21 6;633;29042460098;5;0;0;1;0;0;0;1;
2004 21 6;634;29042150480;5;0;0;1;0;0;0;1;
2004 21 6;635;29042520009;5;0;0;1;0;0;0;1;
2004 21 6;636;29042160195;1;0;0;0;1;0;0;1;
2004 21 6;637;29042160112;5;0;0;0;1;1;0;1;
2004 21 6;638;29042510171;5;0;0;1;0;0;0;1;
2004 21 6;639;29042510153;5;0;0;1;0;0;0;1;
2004 21 6;640;29042520008;5;0;0;1;0;0;0;1;
2004 21 6;641;29042160155;5;0;0;0;1;0;0;1;
2004 21 6;642;29042510168;5;0;0;1;0;0;0;1;
2004 21 6;643;29042160065;5;0;0;0;1;1;0;1;
2004 21 6;644;29042510141;5;0;0;1;0;0;0;1;
2004 21 6;645;29042460055;5;0;0;1;0;0;0;1;
2004 21 6;646;29042160053;7;0;0;0;1;0;0;1;
2004 21 6;647;29042460095;5;0;0;1;0;0;0;1;
2004 21 6;648;29042210207;5;0;0;0;1;0;0;1;
2004 21 6;649;29042160064;5;0;0;0;1;1;0;1;
2004 21 6;650;29042460056;5;0;0;1;0;0;0;1;
2004 21 6;651;29042510188;5;0;0;1;0;0;0;1;
2004 21 6;652;29042510202;5;0;0;1;0;0;0;1;
2004 21 6;653;29042160144;3;0;0;0;1;0;0;1;
2004 21 6;654;29042160143;3;0;0;0;1;0;0;1;
2004 21 6;655;29042210084;3;0;0;1;0;0;0;1;
2004 21 6;656;29042210124;10;0;0;1;0;0;0;0;
2004 21 6;657;29042210545;10;0;0;1;0;0;0;1;
2004 21 6;658;29042160174;6;0;0;0;1;0;0;1;
2004 21 6;659;29042160171;6;0;0;0;1;0;0;1;
2004 21 6;660;29042210126;6;0;0;1;0;0;0;0;
2004 21 6;661;29042140682;6;0;0;1;0;0;0;1;
2004 21 6;662;29042210579;6;0;0;1;0;0;0;0;
2004 21 6;663;29042160154;6;0;0;0;1;0;0;1;
2004 21 6;664;29042160175;6;0;0;0;1;0;0;1;
2004 21 6;665;29042160464;6;1;0;1;0;0;0;1;
2004 21 6;666;29042310174;6;0;0;1;0;0;0;0;
2004 21 6;667;29042160173;6;0;0;0;1;0;0;1;
2004 21 6;668;29042140678;6;0;0;1;0;0;0;1;
2004 21 6;669;29042160172;6;0;0;0;1;0;0;1;
2004 21 6;670;29042150474;5;0;0;1;0;0;0;1;
2004 21 6;671;29042460094;5;0;0;1;0;0;0;1;
2004 21 6;672;29042160162;5;0;0;0;1;0;0;1;
2004 21 6;673;29042510123;5;0;0;1;0;0;0;1;
2004 21 6;674;29042160050;5;0;0;0;1;0;0;1;
2004 21 6;675;29042510125;5;0;0;1;0;0;0;1;
2004 21 6;676;29042460106;5;0;0;1;0;0;0;1;
2004 21 6;677;29042160118;5;0;0;0;1;1;0;1;
2004 21 6;678;29042510167;5;0;0;1;0;0;0;1;
2004 21 6;679;29042210111;12;0;0;0;1;0;0;1;
2004 21 6;680;29042510203;5;0;0;1;0;0;0;1;
2004 21 6;681;29042510126;5;0;0;1;0;0;0;1;
2004 21 6;682;29042160270;12;0;0;0;1;0;0;1;
2004 21 6;683;29042210737;12;0;0;1;0;0;0;0;
2004 21 6;684;29042160267;12;0;0;0;1;0;0;1;
2004 21 6;685;29042150476;5;0;0;1;0;0;0;1;
2004 21 6;686;29042520013;5;0;0;1;0;0;0;1;
2004 21 6;687;29042160123;1;0;0;0;1;0;0;1;
2004 21 6;688;29042210620;1;1;0;1;0;0;0;1;
2004 21 6;689;29042160063;1;0;0;0;1;1;0;1;
2004 21 6;690;29042460069;5;0;0;1;0;0;0;1;
2004 21 6;691;29042510182;5;0;0;1;0;0;0;1;
2004 21 6;692;29042160051;5;0;0;0;1;0;0;1;
2004 21 6;693;29042520018;5;0;0;1;0;0;0;1;
2004 21 6;694;29042460093;5;0;0;1;0;0;0;1;
2004 21 6;695;29042160158;5;0;0;0;1;0;0;1;
2004 21 6;696;29042160238;5;0;0;0;1;0;0;1;
2004 21 6;697;29042510187;5;0;0;1;0;0;0;1;
2004 21 6;698;29042150472;5;0;0;1;0;0;0;1;
2004 21 6;699;29042510135;5;0;0;1;0;0;0;1;
2004 21 6;700;29042160116;1;0;0;0;1;1;0;1;
2004 21 6;701;29042160057;1;0;0;0;1;0;0;1;
2004 21 6;702;29042460113;5;0;0;1;0;0;0;1;
2004 21 6;703;29042510148;5;0;0;1;0;0;0;1;
2004 21 6;704;29042510200;5;0;0;1;0;0;0;1;
2004 21 6;705;29042160115;1;0;0;0;1;0;0;1;
2004 21 6;706;29042160059;1;0;0;0;1;0;0;1;
2004 21 6;707;29042220638;4;1;0;1;0;0;0;0;
2004 21 6;708;29042160355;4;0;0;1;0;0;0;0;
2004 21 6;709;29042210785;4;0;0;1;0;0;0;0;
2004 21 6;710;29042160274;4;0;0;0;1;0;0;1;
2004 21 6;711;29042160168;4;0;0;0;1;0;0;1;
2004 21 6;712;29042210823;4;0;0;1;0;0;0;0;
2004 21 6;713;29042210776;4;0;0;1;0;0;0;1;
2004 21 6;714;29042710111;4;0;0;1;0;0;0;1;
2004 21 6;715;29042160165;4;0;0;0;1;0;0;1;
2004 21 6;716;29042160167;4;0;0;0;1;0;0;1;
2004 21 6;717;29042210687;4;1;0;1;0;0;0;1;
2004 21 6;718;29042120650;4;0;0;1;0;0;0;1;
2004 21 6;719;29042160166;4;0;0;0;1;0;0;1;
2004 21 6;720;29042120088;4;0;0;1;0;0;0;1;
2004 21 6;721;29042160169;4;0;0;0;1;0;0;1;
2004 21 6;722;29042210797;9;0;0;1;0;0;0;1;
2004 21 6;723;29042220166;2;0;0;0;1;0;0;1;
2004 21 6;724;29042220167;2;0;0;0;1;0;0;1;
2004 21 6;725;29042510186;5;0;0;1;0;0;0;1;
2004 21 6;726;29042150479;5;0;0;1;0;0;0;1;
2004 21 6;727;29042510140;5;0;0;1;0;0;0;1;
2004 21 6;728;29042220169;2;0;0;0;1;0;0;1;
2004 21 6;729;29042160117;2;0;0;0;1;0;0;1;
2004 21 6;730;29042210506;11;1;0;1;0;0;0;1;
